datetime,log_type,item,amount,change_detail,balance_before,balance_after,inventory_after,item_stock_after
2025-03-29 07:25:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 114, ""500"": 88, ""100"": 56, ""50"": 91, ""10"": 81, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 3, ""Coffee"": 2, ""Cider"": 4, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-03-29 08:40:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 115, ""500"": 87, ""100"": 52, ""50"": 91, ""10"": 81, ""5"": 100, ""1"": 100}","{""Water"": 2, ""Tea"": 3, ""Coffee"": 2, ""Cider"": 4, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-03-29 11:14:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 116, ""500"": 86, ""100"": 48, ""50"": 91, ""10"": 81, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 2, ""Cider"": 4, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-03-29 11:33:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 117, ""500"": 85, ""100"": 45, ""50"": 90, ""10"": 80, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 2, ""Cider"": 3, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-03-29 11:51:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 118, ""500"": 84, ""100"": 42, ""50"": 89, ""10"": 78, ""5"": 100, ""1"": 100}","{""Water"": 1, ""Tea"": 3, ""Coffee"": 1, ""Cider"": 3, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-03-29 13:27:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 119, ""500"": 83, ""100"": 38, ""50"": 89, ""10"": 78, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 3, ""Coffee"": 1, ""Cider"": 3, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-03-29 15:14:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 119, ""500"": 83, ""100"": 39, ""50"": 89, ""10"": 78, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 3, ""Coffee"": 1, ""Cider"": 3, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-03-29 15:44:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 120, ""500"": 82, ""100"": 36, ""50"": 88, ""10"": 77, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 3, ""Coffee"": 1, ""Cider"": 2, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-03-29 17:29:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 121, ""500"": 81, ""100"": 33, ""50"": 87, ""10"": 76, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 3, ""Coffee"": 1, ""Cider"": 1, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-03-29 19:47:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 122, ""500"": 80, ""100"": 30, ""50"": 87, ""10"": 74, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 3, ""Coffee"": 1, ""Cider"": 1, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-29 22:32:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 123, ""500"": 79, ""100"": 27, ""50"": 86, ""10"": 71, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 1, ""Cider"": 1, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 01:47:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 124, ""500"": 78, ""100"": 24, ""50"": 85, ""10"": 69, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 2, ""Coffee"": 0, ""Cider"": 1, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 02:29:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 125, ""500"": 77, ""100"": 21, ""50"": 84, ""10"": 66, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 0, ""Cider"": 1, ""Cola"": 2, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 04:55:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 126, ""500"": 76, ""100"": 18, ""50"": 83, ""10"": 66, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 0, ""Cider"": 1, ""Cola"": 1, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 07:00:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 127, ""500"": 76, ""100"": 18, ""50"": 83, ""10"": 66, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 0, ""Cider"": 1, ""Cola"": 1, ""Orange"": 4, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 08:13:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 128, ""500"": 75, ""100"": 15, ""50"": 83, ""10"": 62, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 0, ""Cider"": 1, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 11:17:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 129, ""500"": 74, ""100"": 12, ""50"": 82, ""10"": 61, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 0, ""Cider"": 0, ""Cola"": 1, ""Orange"": 3, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 12:41:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 130, ""500"": 73, ""100"": 9, ""50"": 82, ""10"": 57, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 0, ""Cider"": 0, ""Cola"": 1, ""Orange"": 2, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 13:32:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 130, ""500"": 73, ""100"": 10, ""50"": 82, ""10"": 57, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 1, ""Coffee"": 0, ""Cider"": 0, ""Cola"": 1, ""Orange"": 2, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 15:14:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 131, ""500"": 72, ""100"": 7, ""50"": 81, ""10"": 54, ""5"": 100, ""1"": 100}","{""Water"": 0, ""Tea"": 0, ""Coffee"": 0, ""Cider"": 0, ""Cola"": 1, ""Orange"": 2, ""Cocoa"": 3, ""Monster"": 4}"
2025-03-30 16:01:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-03-30 16:34:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 97, ""50"": 99, ""10"": 99, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-03-30 18:18:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 102, ""500"": 98, ""100"": 94, ""50"": 98, ""10"": 98, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 3, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-03-30 20:04:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 103, ""500"": 97, ""100"": 91, ""50"": 98, ""10"": 98, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 3, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-03-30 22:31:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-03-30 23:36:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-03-31 02:21:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-03-31 03:55:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-03-31 06:57:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 102, ""500"": 99, ""100"": 97, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-03-31 10:01:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 103, ""500"": 98, ""100"": 94, ""50"": 99, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 4, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-03-31 11:40:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 104, ""500"": 97, ""100"": 91, ""50"": 98, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 3, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-03-31 13:32:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 105, ""500"": 96, ""100"": 88, ""50"": 97, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 2, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-03-31 16:13:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 106, ""500"": 95, ""100"": 85, ""50"": 96, ""10"": 99, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 2, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-03-31 18:02:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 107, ""500"": 94, ""100"": 82, ""50"": 95, ""10"": 96, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 2, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-03-31 20:36:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-03-31 22:10:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 97, ""50"": 99, ""10"": 99, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-04-01 00:57:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 98, ""50"": 99, ""10"": 99, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-04-01 04:04:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 99, ""50"": 99, ""10"": 99, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-04-01 04:19:00,deposit,-,500,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 100, ""100"": 99, ""50"": 99, ""10"": 99, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-04-01 07:19:00,purchase,Cocoa,-180,"{""500"": 1, ""100"": 3, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 102, ""500"": 99, ""100"": 96, ""50"": 99, ""10"": 97, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 5}"
2025-04-01 09:02:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 103, ""500"": 98, ""100"": 93, ""50"": 98, ""10"": 95, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 5}"
2025-04-01 11:24:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 104, ""500"": 97, ""100"": 90, ""50"": 97, ""10"": 94, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 3, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 5}"
2025-04-01 13:24:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 105, ""500"": 96, ""100"": 86, ""50"": 97, ""10"": 94, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 3, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 5}"
2025-04-01 14:41:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 106, ""500"": 95, ""100"": 83, ""50"": 96, ""10"": 94, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 3, ""Cola"": 4, ""Orange"": 5, ""Cocoa"": 4, ""Monster"": 5}"
2025-04-01 17:29:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 107, ""500"": 94, ""100"": 80, ""50"": 96, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 4, ""Cider"": 3, ""Cola"": 4, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 5}"
2025-04-01 18:23:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 108, ""500"": 93, ""100"": 77, ""50"": 95, ""10"": 88, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 3, ""Cider"": 3, ""Cola"": 4, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 5}"
2025-04-01 21:22:00,deposit,-,1000,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 109, ""500"": 93, ""100"": 77, ""50"": 95, ""10"": 88, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 3, ""Cider"": 3, ""Cola"": 4, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 5}"
2025-04-02 00:15:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 109, ""500"": 93, ""100"": 78, ""50"": 95, ""10"": 88, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 3, ""Cider"": 3, ""Cola"": 4, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 5}"
2025-04-02 02:46:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 110, ""500"": 92, ""100"": 75, ""50"": 95, ""10"": 88, ""5"": 100, ""1"": 100}","{""Water"": 4, ""Tea"": 5, ""Coffee"": 3, ""Cider"": 3, ""Cola"": 4, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-04-02 03:09:00,purchase,Water,-100,"{""500"": 1, ""100"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 111, ""500"": 91, ""100"": 71, ""50"": 95, ""10"": 88, ""5"": 100, ""1"": 100}","{""Water"": 3, ""Tea"": 5, ""Coffee"": 3, ""Cider"": 3, ""Cola"": 4, ""Orange"": 4, ""Cocoa"": 4, ""Monster"": 4}"
2025-04-02 05:39:00,refill_all,-,0,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 100, ""500"": 100, ""100"": 100, ""50"": 100, ""10"": 100, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 5, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-04-02 08:55:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 101, ""500"": 99, ""100"": 97, ""50"": 99, ""10"": 97, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 5, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-04-02 10:37:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 102, ""500"": 98, ""100"": 94, ""50"": 98, ""10"": 95, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 5}"
2025-04-02 12:08:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 103, ""500"": 97, ""100"": 91, ""50"": 98, ""10"": 95, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-04-02 13:30:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 103, ""500"": 97, ""100"": 92, ""50"": 98, ""10"": 95, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 4}"
2025-04-02 16:27:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 104, ""500"": 96, ""100"": 89, ""50"": 98, ""10"": 95, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 5, ""Cocoa"": 5, ""Monster"": 3}"
2025-04-02 18:16:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 105, ""500"": 95, ""100"": 86, ""50"": 98, ""10"": 91, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 5, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 5, ""Monster"": 3}"
2025-04-02 21:28:00,purchase,Cider,-140,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 106, ""500"": 94, ""100"": 83, ""50"": 97, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 5, ""Orange"": 4, ""Cocoa"": 5, ""Monster"": 3}"
2025-04-02 21:50:00,purchase,Cola,-150,"{""500"": 1, ""100"": 3, ""50"": 1}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 107, ""500"": 93, ""100"": 80, ""50"": 96, ""10"": 90, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 4, ""Cider"": 4, ""Cola"": 4, ""Orange"": 4, ""Cocoa"": 5, ""Monster"": 3}"
2025-04-02 22:27:00,purchase,Coffee,-130,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 2}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 108, ""500"": 92, ""100"": 77, ""50"": 95, ""10"": 88, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 4, ""Orange"": 4, ""Cocoa"": 5, ""Monster"": 3}"
2025-04-03 01:27:00,purchase,Orange,-160,"{""500"": 1, ""100"": 3, ""10"": 4}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 109, ""500"": 91, ""100"": 74, ""50"": 95, ""10"": 84, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 5, ""Monster"": 3}"
2025-04-03 02:57:00,purchase,Monster,-200,"{""500"": 1, ""100"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 110, ""500"": 90, ""100"": 71, ""50"": 95, ""10"": 84, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 5, ""Monster"": 2}"
2025-04-03 04:44:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 110, ""500"": 90, ""100"": 72, ""50"": 95, ""10"": 84, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 5, ""Monster"": 2}"
2025-04-03 06:03:00,deposit,-,100,{},0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 110, ""500"": 90, ""100"": 73, ""50"": 95, ""10"": 84, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 4, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 5, ""Monster"": 2}"
2025-04-03 06:27:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 111, ""500"": 89, ""100"": 70, ""50"": 94, ""10"": 81, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 3, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 5, ""Monster"": 2}"
2025-04-03 07:44:00,purchase,Tea,-120,"{""500"": 1, ""100"": 3, ""50"": 1, ""10"": 3}",0,0,"{""10000"": 100, ""5000"": 100, ""1000"": 112, ""500"": 88, ""100"": 67, ""50"": 93, ""10"": 78, ""5"": 100, ""1"": 100}","{""Water"": 5, ""Tea"": 2, ""Coffee"": 3, ""Cider"": 4, ""Cola"": 4, ""Orange"": 3, ""Cocoa"": 5, ""Monster"": 2}"
